This is the first Osage dictionary in the modern orthography =)
Each Osage word is written in the Osage alphabet and in a Latin transliteration
Can't see the Osage on your device? Download a font: https://www.google.com/get/noto/#sans-osge
This was not possible without the help of many volunteers
Thanks to Jakub, Wojtek, Filippos, Jonás, Victor, Aaron, Tahsin, Hubert, Christopher, Santiago, Max, and Batyah
Special thanks to Craig, Mark, Michele, and Aino!
I hope that this project will help people learn Osage so that the language can be passed onto future generations
-Harris

a, an	𐓷𐓣͘, 𐓷𐓣͘𐓸𐓲𐓟	wį, wįxce
top: on ~ of s.t	𐓟𐓧𐓮𐓟 𐓘𐓨𐓘͘𐓯𐓣	else ámąši
topple (as a tree topples)	𐓸𐓣𐓵𐓘	xíða
torn	𐓜𐓘𐓺𐓟	bráze
torn (said of clothing)	𐓲𐓶𐓵𐓘	cúuða
tornado	𐓰𐓘𐓲𐓟 𐓬𐓣𐓻𐓣, 𐓰𐓘𐓲𐓟 𐓪𐓡𐓟𐓮𐓘𐓻𐓣	htaacé hpíiži, htaacé óhesaži
tortoise	𐓤𐓟	hkée
toss	𐓪͘𐓵𐓘, 𐓪͘𐓪𐓵𐓟	ǫ́ǫða, ǫ́oðe
totter	𐓮𐓣𐓮𐓣𐓘͘𐓵𐓟	sísiąðe
touch softly as with a feather fan, barely touch	𐓵𐓣𐓲𐓟	ðiihcé
touch the of s.o	𐓯𐓘𐓤𐓟 𐓪𐓵𐓣͘𐓤𐓟	šáake oðį́įke
touch with the fingers	𐓬𐓘𐓮𐓬𐓘͘	paaspą́
touch with the hand	𐓵𐓣𐓰𐓘͘	ðiihtą́
toward	𐓰𐓘, 𐓰𐓘𐓡𐓘	hta, htáha
toward: not ~ that way	𐓟𐓨𐓘͘𐓰𐓘𐓻𐓣𐓡𐓘	émąhtažíha
toward the center	𐓨𐓘͘𐓲𐓟𐓰𐓘𐓡𐓘	mąchéhtaha
toward you: go ~	𐓯𐓪𐓵𐓟	šoðée
toward you (along a path toward where you [the hearer] are or toward something or someone nearer to you than to the speaker)	𐓯𐓟 𐓰𐓘𐓡𐓘	šée htaha
towel: hand ~	𐓯𐓘𐓤𐓟 𐓣𐓬𐓶𐓤𐓸𐓘	šáake ípukxa
towel: dish ~	𐓡𐓣͘𐓲𐓟 𐓣𐓬𐓶𐓤𐓸𐓘	hį́įce ípukxa
towel: paper ~	𐓰𐓘𐓩𐓘͘𐓤'𐓘 𐓣𐓬𐓶𐓤𐓸𐓘	htaną́kˀa ípukxa
town	𐓰𐓘͘𐓷𐓘͘	htą́wą
Town Builder (personal name)	𐓰𐓘͘𐓷𐓘𐓤𐓘𐓹𐓟	htą́wakáaɣe
town crier	𐓣𐓟𐓤𐓣𐓟, 𐓷𐓘𐓲𐓣𐓬𐓸𐓚	íekie, wacípxaį
toy with	𐓵𐓣𐓡𐓣𐓲𐓟	ðiihíce
tracks	𐓯𐓘𐓤𐓟	šáake
trade (noun)	𐓣𐓤𐓣𐓤𐓘𐓷𐓣͘	íhkihkawį
trade (verb)	𐓣𐓤𐓣𐓤𐓘𐓷𐓣͘ 𐓤𐓘𐓹𐓟	íhkihkawį káaɣe
trade for	𐓣𐓵𐓶𐓷𐓣͘	íðuwį
trading house	𐓷𐓘𐓰𐓪͘𐓻𐓶	watǫ́ǫžu
traditiong	𐓪𐓵𐓘𐓤𐓟	óðaake
tradition: embrace as ~	𐓪𐓵𐓣͘𐓤𐓟	oðį́įke
trailer	𐓪𐓵𐓣𐓰𐓘͘ 𐓲𐓣 𐓪𐓵𐓘𐓡𐓘	oðíhtą hcí oðáha
train	𐓪𐓵𐓣𐓰𐓘͘ 𐓤'𐓘͘𐓮𐓘𐓤𐓣	oðíhtą kˀą́saaki
trample	𐓩𐓘͘𐓮𐓰𐓘	nąąstá
tranquil	𐓯𐓤𐓘𐓯𐓤𐓘𐓵𐓘	škaškáða
transport (verb)	𐓤'𐓣͘𐓘𐓡𐓣	kˀį́ahi
trap (noun)	𐓨𐓘͘𐓺𐓟 𐓪𐓵𐓪𐓜𐓣͘𐓤𐓟	mą́ze oðóbrįįke
trash (noun)	𐓪𐓬𐓪𐓲𐓟	ópoce
travel	𐓤𐓘𐓧𐓪͘𐓵𐓟, 𐓷𐓘𐓨𐓘͘𐓵𐓣͘	kaalǫ́ðe, wamą́ðį
travel around	𐓪𐓬𐓘𐓷𐓣͘𐓹𐓟	opáwįɣe
travel on (e.g., certain funds)	𐓣𐓵𐓟	iiðée
traverse (e.g., a streer)	𐓘𐓵𐓶𐓰𐓘 𐓵𐓟	áðuuhta ðée
Treadway: George ~ (nickname: Stattered Forehead)	𐓬𐓟𐓧𐓟𐓤𐓟	hpéeleke
treasure	𐓷𐓘𐓲𐓟𐓤𐓘	wahcéka
treasure: keep as a ~	𐓤𐓣𐓲𐓟𐓵𐓟	kícheðe
treasure one's own	𐓤𐓣𐓪𐓸𐓰𐓘	kíoxta
treasure s.t	𐓤𐓣𐓷𐓘𐓧𐓣͘	kíwalį
treasured: someone or something ~ (such as a favorite child)	𐓪𐓵𐓪𐓸𐓰𐓘	óðoxta
treat others (medically)	𐓷𐓘𐓯𐓲𐓟𐓵𐓟	wašcéðe
tree	𐓻𐓘͘	žą́ą
tree: thorny ~	𐓻𐓘͘ 𐓷𐓘𐓸𐓘𐓤𐓘	žą́ą waxáka
tree branch, tree branching out	𐓻𐓘͘ 𐓤𐓘𐓸𐓘	žą́ą káxa
Tree-killer	[LFD] 𐓤𐓘𐓧𐓣͘	[LFD] kaalį
trees growing in a nonrandom pattern.	𐓻𐓘͘ 𐓬𐓟	žą́ą pe
tremble.	𐓵𐓣𐓜𐓶𐓜𐓶𐓹𐓟	ðibrúbruɣe
trench (noun).	𐓩𐓘͘𐓲𐓟𐓘𐓡𐓘	ną́ceaha
trench (verb).	𐓩𐓘𐓲𐓟 𐓤𐓘𐓹𐓟	náce káaɣe
trial.	𐓘𐓤𐓣𐓮𐓰𐓪	áhkiisto
tribal council session.	𐓤𐓣𐓮𐓰𐓪	hkiistó
tribe: western ~ or tribal member (refers to any tribe from the western United States).	𐓬𐓘𐓵𐓣͘	hpáðį
tribe other than Osage (including western tribes).	𐓪𐓤𐓣𐓲𐓟	ohkíhce
trick (verb).	𐓨𐓘͘𐓹𐓣𐓵𐓟	mąɣíðe
trick them.	𐓷𐓘𐓵𐓣𐓡𐓪𐓰𐓘	wáðihota
trigger.	𐓨𐓣͘𐓲𐓟𐓤𐓘͘	mį́cehką
tripe.	𐓲𐓟𐓩𐓣𐓸𐓘𐓸𐓘	hceeníxaxa
trouble: be in ~ for doing something wrong.	𐓪𐓤𐓣𐓪͘𐓵𐓟	ohkíǫðe
trouble: have health ~ with.	𐓣𐓡𐓶𐓡𐓟𐓤𐓘	íhuheka
trouble: make ~ for someone	𐓪𐓷𐓪͘ 𐓤𐓘𐓹𐓟	ówǫ káaɣe
trouble someone	𐓵𐓣𐓯𐓪͘𐓻𐓣, 𐓪𐓷𐓪͘ 𐓤𐓘𐓹𐓟	ðišǫ́ži, ówǫ káaɣe
troubled: be ~ by problem or sickness.	𐓪𐓤𐓘𐓯𐓟	ókaše
troubled: be very ~ by (e.g., an illness, an ailing body part).	𐓣𐓬𐓣𐓻𐓣	íhpiiži
trousers.	𐓪𐓵𐓣𐓤𐓣𐓩𐓘͘𐓻𐓣͘	oðíkinąąžį
true.	𐓷𐓣͘𐓤𐓯𐓟	wį́kše
true!	𐓟𐓤𐓪͘	ékǫ
true: be ~ to.	𐓷𐓣͘𐓤𐓯𐓟	wį́kše
true: be ~ to one's own.	𐓪𐓤𐓣𐓬𐓯𐓟	okípše
true: be ~ to oneself.	𐓷𐓣͘𐓤𐓣𐓤𐓯𐓟	wį́hkikše
trunk (box).	𐓻𐓘͘𐓤𐓪𐓤𐓟	žą́ąhkoke
trunk (e.g., of a tree).	𐓡𐓶	hú
trust oneself: not ~.	𐓤𐓣𐓸𐓣𐓵𐓘	hkíxiða
truth.	𐓷𐓣͘𐓤𐓯𐓟	wį́kše
truth: speak or tell the ~.	𐓷𐓣͘𐓤𐓯𐓟	wį́kše
truthful.	𐓷𐓘𐓷𐓣͘𐓤𐓯𐓟	wawį́kše
truthfully.	𐓷𐓘𐓵𐓪𐓰𐓘͘	wáðohtą
truthfully: speak ~.	𐓣𐓟 𐓷𐓘𐓵𐓪𐓰𐓘	íe wáðohta
try (verb), try on.	𐓣𐓤'𐓶𐓲𐓟	íkˀuce
try hard, try one's best.	𐓣𐓤'𐓶𐓲𐓟, 𐓷𐓘𐓯𐓤𐓘	íkˀuce, waašká
tuberculosis.	𐓨𐓘͘𐓤𐓟 𐓩𐓣, 𐓨𐓘͘𐓤𐓟 𐓬𐓶𐓺𐓟	mą́ąke ní, mą́ąke púze
tuberculosis.	𐓡𐓪𐓸𐓬𐓟 𐓬𐓣𐓻𐓣 (?), 𐓡𐓪𐓸𐓬𐓟 𐓺𐓶𐓬𐓟 (?)	hóxpe hpíiži (?), hóxpe zúpe (?)
Tuesday.	𐓡𐓘͘𐓬𐓘 𐓷𐓟𐓵𐓪͘𐓬𐓘	hą́ąpa wéðǫǫpa
tug (verb).	𐓵𐓣𐓰𐓘͘	ðiitą́
tug something over in order to cover something or someone	𐓘𐓵𐓶𐓺𐓶	áðuzu
Tulsa (Oklahoma).	𐓰𐓘𐓮𐓣𐓤𐓟 𐓰𐓘𐓷𐓘͘, 𐓰𐓶𐓧𐓮𐓘 𐓰𐓘𐓘͘𐓷𐓘͘	htaasíkee htáwą, túlsa htáąwą
turbulence.	𐓪𐓲𐓣𐓻𐓟	óochiže
turkey.	𐓮𐓶𐓤𐓘𐓰𐓘͘	súhkahtąą
turkey buzzar.	𐓡𐓟𐓤𐓘	héka
turkey cock.	𐓘j𐓶 𐓨𐓘͘𐓵𐓣͘	áaju mą́ðį
turkey feather.	𐓮𐓶𐓤𐓘𐓰𐓘͘ 𐓨𐓪͘𐓯𐓪͘	súhkahtąą mǫ́šǫ
turkey hen.	𐓮𐓶𐓤𐓘𐓰𐓘͘ 𐓨𐓣͘𐓤𐓘	súhkahtąą mį́įka
turn (root.)	𐓤𐓫𐓹𐓟, -𐓷𐓣͘𐓹𐓟	hkóįɣe, -wįɣe
turn (transitive)	𐓵𐓣𐓮𐓘͘𐓵𐓘	ðiisą́ða
turn: be one's	𐓷𐓘𐓵𐓣𐓰𐓘	waðíhta
turn: it is my ~	𐓷𐓣𐓟	wíe
turn: whose	𐓬𐓟	pée
turn: your	𐓵𐓣𐓟	ðíe
turn around (root.)	𐓤𐓫𐓹𐓟, -𐓷𐓣͘𐓹𐓟	hkóįɣe, -wįɣe
turn in the road	𐓣𐓬𐓘𐓯𐓘͘𐓡𐓘	ípaašąha
turn off	𐓵𐓣𐓮𐓰𐓘͘, 𐓵𐓶𐓰𐓘𐓻𐓣	ðiistą́, ðuutáaži
turn on	𐓤𐓘𐓹𐓟	kaáɣe
turn one's own	𐓧𐓣𐓮𐓘͘𐓵𐓘	liisą́ða
turn oneself around	𐓘𐓨𐓘͘𐓰𐓘 𐓤𐓣𐓧𐓣𐓤𐓫𐓹𐓟, 𐓤𐓣𐓧𐓣𐓮𐓘͘	ámąhta hkilíikoįɣe, hkilíisą
turn over (transitive)	𐓵𐓣𐓮𐓘͘𐓵𐓘, 𐓣𐓬𐓘𐓮𐓘͘	ðiisą́ða, ípasą
turn over and over (transitive)	𐓵𐓶𐓮𐓘͘𐓮𐓘͘𐓷𐓣͘	ðusą́sąwį
turn over one's own	𐓧𐓣𐓮𐓘͘𐓵𐓘	liisą́ða
turn s.o or s.t around	𐓵𐓣𐓤𐓫𐓹𐓟	ðiihkóįɣe
turn up	𐓵𐓶𐓨𐓘𐓵𐓘	ðumáða
turn wrong side out	𐓵𐓶𐓡𐓘𐓯𐓹𐓵𐓟	ðuháašɣðe
turnaround place	𐓣𐓬𐓘𐓯𐓘͘𐓡𐓘	ípaašąha
turnip	𐓰𐓪𐓧𐓟𐓰𐓘͘	tóolehtąą
turnover bread	𐓷𐓘𐓲𐓶𐓟 𐓻𐓟𐓧𐓘	wacúe žéela
turtle	𐓤𐓟	hkée
twelve, twelfth	𐓧𐓟𐓜𐓘͘ 𐓘𐓧𐓣͘ 𐓵𐓪͘𐓬𐓘	lébrą álįį ðǫǫpá
twenty, twentieth	𐓧𐓟𐓜𐓘͘ 𐓵𐓪͘𐓬𐓘	lébrą ðǫǫpá
twenty-one, twenty-first	𐓧𐓟𐓜𐓘͘ 𐓘𐓧𐓣͘ 𐓵𐓪͘𐓬𐓘 𐓷𐓣́͘𐓸𐓲𐓣	lébrą álįį ðǫǫpá wį́xci
25-cent piece	𐓤𐓘𐓯𐓬𐓟𐓵𐓬𐓘	kašpéðpa
twice	𐓵𐓪͘𐓬𐓘	ðǫǫpá
twings of a tree or bush: small	𐓻𐓘͘𐓻𐓣͘, 𐓻𐓘͘𐓸𐓟𐓻𐓣͘	žąąžį, žą́ąxežį
twin (N.)	𐓵𐓪͘𐓬𐓘𐓰𐓘͘	ðǫǫpátą
twist, twist around (e.g., a crepe paper streamer).	𐓵𐓶𐓮𐓘͘𐓮𐓘͘𐓷𐓣͘	ðusą́sąwį
two	𐓵𐓪͘𐓬𐓘	ðǫǫpá
two of them, couple, pair	𐓩𐓘𐓤𐓪͘𐓣͘	nahkǫį́
type: what	𐓰𐓘𐓰𐓘͘	táatą
typewriter	𐓨𐓘͘𐓺𐓟 𐓰𐓘𐓰𐓘𐓺𐓟	mą́ze htáhtaze
udder	𐓬𐓘𐓺𐓟	paazé
ugly	𐓪𐓰𐓘𐓺𐓘𐓻𐓣	ohtázaži
ulutate	𐓵𐓘𐓺𐓪, 𐓷𐓘𐓵𐓘𐓺𐓪	ðaazó, waðáazo
umbrella	𐓪𐓵𐓣𐓩𐓣	oðínii
unable	𐓵𐓘͘𐓲𐓘𐓻𐓣	ðąącháži
unable: be ~ to do	𐓵𐓶𐓲'𐓘𐓤𐓟	ðuucˀáke
unable: be ~ to understand	𐓡𐓘𐓤𐓣𐓟, 𐓤𐓣𐓪𐓬𐓸𐓘𐓻𐓣	hahkíe, kíopxaži
unable: items one was ~ to eat	𐓵𐓘𐓲'́𐓘𐓤𐓟	ðaacˀ́áke
unable to move or start (as a motor vehicle)	𐓯𐓤𐓘͘𐓘𐓻𐓣	šką́aži
unafraid	𐓩𐓪͘𐓬𐓘𐓻𐓣	nǫ́ǫhpaži
unafraid of	𐓣𐓩𐓪͘𐓬𐓘𐓻𐓣	íinǫ́ǫhpaži
uncle (specifically, brother of father)		
my father's brother	𐓣͘𐓰𐓘𐓲𐓣, 𐓣͘𐓰𐓘𐓲𐓣𐓻𐓣͘	įhtáci, įhtácižį
your father's brother	𐓵𐓣𐓵𐓘𐓲𐓟, 𐓵𐓣𐓵𐓘𐓲𐓟𐓻𐓣͘	ðiðáce, ðiðácežį
his/her father's brother	𐓣𐓵𐓘𐓲𐓟, 𐓣𐓵𐓘𐓲𐓟𐓻𐓣͘	iðáce, iðácežį
uncle (specifically, brother of mother)		
my mother's brother	𐓷𐓣͘𐓲𐓟𐓤𐓣	wįcéki
your mother's brother	𐓵𐓣͘𐓲𐓟𐓤𐓣	ðįcéki
his/her mother's brother	𐓣͘𐓲𐓟𐓤𐓣	įcéki
uncle (specifically, husband of sister of father)		
my father's sister's husband	𐓷𐓣𐓰𐓘͘𐓡𐓘	wíhtą́ha
your father's sister's husband	𐓵𐓣𐓰𐓘͘𐓡𐓘	ðihtą́ha
his/her father's sister's husband	𐓣𐓰𐓘͘𐓡𐓘	ihtą́ha
unclean (dirty)	𐓷𐓘𐓮𐓶𐓡𐓶𐓻𐓣	wasúhuži
unclean (sick, evil)	𐓣𐓺𐓣𐓺𐓣𐓤𐓟	ízizike
unconcerned with: be ~	𐓪𐓵𐓘͘𐓲𐓟𐓯𐓣 𐓵𐓣͘𐓤𐓟	óðąąceši ðįké
uncooked, undercooked	𐓲𐓶𐓰𐓘𐓻𐓣	cúutaži
uncover partially	𐓪𐓬𐓟𐓩𐓣	opéni
under, underneath	𐓨𐓘͘𐓲𐓟, 𐓨𐓘͘𐓲𐓟𐓰𐓘, 𐓪𐓵𐓶𐓧𐓶𐓡𐓘	mąché, mąchéhta, oðúluha
under the head	𐓣́͘𐓬𐓟𐓡𐓣	į́pehi
undergarment (for men or women)	𐓨𐓘͘𐓲𐓟, 𐓪𐓵𐓶𐓸𐓘	mą́che, oðúxa
undersign	𐓻𐓘𐓻𐓟 𐓤𐓣𐓤𐓘𐓹𐓟	žáže kikáaɣe
understand	𐓣𐓵𐓟, 𐓣𐓬𐓘𐓡𐓪͘, 𐓤𐓣𐓪𐓬𐓸𐓘, 𐓩𐓘͘𐓤'𐓪͘	íiðe, ípahǫ, kíopxa, nąkˀǫ́
understand: be unable to ~	𐓡𐓘𐓤𐓣𐓟, 𐓤𐓣𐓪𐓬𐓸𐓘𐓻𐓣	hahkíe, kíopxaži
understand: not ~	𐓤𐓣𐓪𐓬𐓸𐓘𐓻𐓣, 𐓬𐓸𐓘𐓵𐓘𐓻𐓣	kíopxaži, pxáðaži
understand things	𐓷𐓘𐓪𐓬𐓸𐓘	wáopxa
understanding: act of ~	𐓩𐓘͘𐓹𐓶𐓲𐓟	nąąɣúce
undertake, undertake a new task under one's charge	𐓪𐓤𐓘𐓯𐓘͘	okášą
underwear	𐓨𐓘͘𐓲𐓟 𐓪𐓵𐓶𐓸𐓘, 𐓪𐓵𐓣𐓤𐓣𐓩𐓘͘𐓻𐓣͘	mą́che oðúxa, oðíkinąąžį
undivided	𐓜𐓪𐓤𐓘	bróka
undress	𐓵𐓣𐓯𐓰𐓪𐓷𐓟	ðiištówe
undress (another person or oneself)	𐓵𐓶𐓯𐓘𐓷𐓘	ðuušáwa
undress oneself, get undressed	𐓤𐓣𐓧𐓣𐓯𐓘, 𐓤𐓣𐓧𐓶𐓯𐓘𐓷𐓘, 𐓤𐓣𐓧𐓶𐓯𐓰𐓘𐓤𐓟	hkilíiša, hkilúušawa, hkilúuštake
undress s.o	𐓵𐓶𐓯𐓘𐓷𐓣͘, 𐓵𐓶𐓯𐓰𐓘𐓤𐓟	ðuušawį, ðuuštáke
uneaten item	𐓵𐓘𐓲'𐓘𐓤𐓟	ðaacˀáke
unfaithful	𐓷𐓘𐓷𐓣́͘𐓤𐓯𐓘𐓻𐓣	wawį́kšaži
unfavorable impression made upon another by offensive conduct	𐓷𐓘𐓧𐓘𐓤𐓟	wáalake
unfitting	𐓟𐓤𐓪͘𐓻𐓣	ékǫži
unhappy	𐓤𐓣𐓺𐓪𐓻𐓣	kízoži
unhappy: be ~	𐓤𐓣𐓡𐓪͘𐓻𐓣	kihǫ́ǫži
uniform (even)	𐓮𐓰𐓘𐓤𐓪	stáko
uninterruptedly	𐓯𐓪͘𐓯𐓪͘𐓷𐓟	šǫǫšǫ́we
unique	𐓟𐓻𐓣𐓸𐓲𐓣	éžixci
unique thing: that ~, uniquely so	𐓷𐓣͘𐓵𐓟	wįįðé
universe	𐓨𐓘͘𐓻𐓘͘ 𐓺𐓘𐓩𐓣	mą́žą záani
universe, all the universe	𐓩𐓣𐓪͘𐓰𐓘 𐓺𐓘𐓩𐓣	níǫhta záani
unkempt	𐓹𐓪͘𐓲𐓟, 𐓡𐓟𐓸𐓬𐓘	ɣǫ́ǫce, héxpa
unlikely	𐓟 𐓰𐓘𐓡𐓘𐓻𐓣	ée htáhaži
unload (remove)	𐓵𐓪𐓸𐓬𐓘𐓷𐓣͘, 𐓪𐓵𐓶𐓸𐓬𐓘𐓵𐓟	ðoxpáwį, oðúuxpaðe
unmarried female	𐓷𐓘𐓵𐓶𐓹𐓘𐓻𐓣	wáðuɣaži
unmarried person	𐓤𐓘𐓻𐓘͘𐓮𐓣 [JOD]	kažą́si [JOD]
unobserved: be ~ (as a custom)	𐓪𐓵𐓘͘𐓲𐓟𐓯𐓣 𐓵𐓣͘𐓤𐓟	óðąąceši ðįké
unpredictable behavior: show ~	𐓰𐓘𐓟𐓵𐓘𐓧𐓣͘𐓻𐓣	taeðáalįži
unreasonable, unreasonably	𐓟 𐓰𐓘𐓡𐓘𐓻𐓣	ée htáhaži
unreliable	𐓪𐓯𐓤𐓣𐓤𐓘	óškika
unripe	𐓲𐓶𐓰𐓘𐓻𐓣	cúutaži
unruly	𐓪𐓤'𐓘͘ 𐓬𐓣𐓻𐓣, 𐓷𐓘𐓵𐓣𐓧𐓘͘ 𐓟𐓤𐓪͘ 𐓣͘𐓤𐓟	ókˀą hpíiži, waðílą eekǫ́ įké
unruly: be ~	𐓰𐓘𐓟𐓵𐓘𐓧𐓣͘𐓻𐓣	taeðáalįži
unseemly	𐓟𐓤𐓪͘𐓻𐓣	ékǫži
unskilled: be ~ (at)	𐓤𐓪͘𐓻𐓣͘𐓤𐓘	kǫ́žįka
unsound	𐓟𐓤𐓪͘ 𐓵𐓣͘𐓤𐓟	eekǫ́ ðįké
unstable: mentally ~	𐓲'𐓟𐓤𐓘	cˀéka
unsuitable	𐓟𐓻𐓣, 𐓟𐓤𐓪͘𐓻𐓣. 𐓣𐓰𐓘𐓡𐓘𐓻𐓣	éeži, ékǫži. ihtaháaži
unsuitably	𐓟 𐓰𐓘𐓡𐓘𐓻𐓣, 𐓟𐓤𐓪͘𐓣́͘𐓤𐓟, 𐓣𐓰𐓘𐓡𐓘𐓻𐓣	ée htáhaži, ekǫ́į́ke, íhtaháaži
unsuitably: act ~	𐓪𐓤'𐓘͘ 𐓟𐓻𐓣	ókˀą éži
unsure: be ~ (of something)	𐓡𐓘𐓤𐓣𐓟	hahkíe
untamed	𐓪𐓡𐓟𐓮𐓘𐓻𐓣	óhesaži
untamed horse	𐓤𐓘𐓷𐓘 𐓷𐓘𐓲𐓟𐓸𐓣	hkáwa wahcéxi
untie (e.g. horse)	𐓵𐓶𐓯𐓤𐓘𐓤𐓟	ðuuškáke
until	𐓰𐓸𐓘͘𐓡𐓘	txą́ha
untroubled	𐓪𐓤𐓘𐓯𐓠𐓤𐓟	ókašéįke
untruth	𐓣𐓸𐓪𐓬𐓟	íxope
untruthful	𐓷𐓘𐓷𐓣͘𐓤𐓯𐓘𐓻𐓣	wawį́kšaži
untruths: tell ~	𐓣𐓸𐓪𐓬𐓟	íxope
unusual	𐓟𐓻𐓣	éeži
unwell: be ~	𐓣𐓬𐓣𐓻𐓣	íhpiiži
unwilling: be ~ to	𐓣𐓩𐓘͘𐓡𐓣𐓻𐓣	iiną́hiži
up	𐓘𐓨𐓘͘𐓯𐓣	ámąši
up: get ~ (from a bed or chair)	𐓬𐓘𐓡𐓘͘	hpaahą́
up: hold or pull ~	𐓵𐓶𐓨𐓘͘𐓯𐓣	ðuumą́ši
up: hold or raise ~	𐓪𐓬𐓘𐓡𐓘͘, 𐓬𐓘𐓡𐓘͘	opáahą, paahą́
up: raise or turn ~	𐓵𐓶𐓨𐓘𐓵𐓘	ðumáða
up: take ~ for someone	𐓘𐓤𐓣𐓟	áhkie
up: wake or get ~	𐓬𐓘𐓡𐓘͘	hpaahą́
up: above, in the upper part	𐓘𐓨𐓘͘𐓯𐓣	ámąši
upon	𐓘-	á-
upon: place ~ (e.g., a suitcase on a table)	𐓘𐓧𐓣͘	álįį
upon: put ~	𐓘𐓤𐓘𐓮𐓬𐓟	ákaaspe
upon (used in numbers)	𐓘𐓧𐓣͘	álįį
upright: be ~	𐓨𐓘͘𐓯𐓣	mą́ši
upright: place an item ~ on another item	𐓘𐓧𐓟	ále
upset: make s.o or push s.o to be ~	𐓬𐓘𐓧𐓪͘𐓵𐓣͘	páalǫðį
upstairs	𐓘𐓨𐓘͘𐓯𐓣	ámą́ši
upward: be ~	𐓨𐓘͘𐓯𐓣	mą́ši
urinal	𐓪𐓲𐓟𐓻𐓟	océže
urinate	𐓲𐓟𐓻𐓟, 𐓤𐓣𐓧𐓶𐓡𐓟𐓬𐓟	céže, hkilúuhepe
urine	𐓲𐓟𐓻𐓟𐓩𐓣	céženii
us	𐓘͘𐓤𐓪𐓰𐓘	ąkóta
use a name for something or or someone	𐓵𐓘𐓲𐓟	ðaacé
use someone's	𐓪𐓰𐓘	ootá
use to bless oneself	𐓣𐓮𐓰𐓘𐓤𐓣𐓵𐓟	íistahkiðe
used to (do, be)	𐓩𐓘͘ [𐓣𐓰𐓟r𐓘𐓰𐓣v𐓟], 𐓩𐓘͘𐓬𐓟	ną [iterative], nąpe
using: go by ~	𐓣𐓵́𐓟	iið́ée
using (by means of)	𐓣-	í-
useless	𐓪𐓤𐓘𐓹𐓠𐓤𐓟	ókaaɣeįke
usually	𐓩𐓘͘ [𐓣𐓰𐓟r𐓘𐓰𐓣v𐓟], 𐓩𐓘͘𐓬𐓟	ną [iterative], nąpe
utensils: cooking ~	𐓷𐓟𐓪𐓡𐓪͘, 𐓷𐓣𐓪𐓡𐓪͘	wéoohǫ́, wióohǫ
U-turn	𐓣𐓬𐓘𐓯𐓘͘𐓡𐓘	ípaašąha
vacant space	𐓪𐓤𐓘͘	óhką
vagina	𐓶𐓻𐓟	úže
vague: be ~ about	𐓤𐓣𐓪𐓬𐓸𐓘𐓻𐓣	kíopxaži
valence reducer prefix [val]	𐓷𐓘-	wa-
valuable	𐓪𐓸𐓰𐓘	óxta
valuable things	𐓷𐓘𐓲𐓟𐓤𐓘	wahcéka
value: something of no ~	𐓨𐓘͘𐓬𐓣𐓻𐓣	mą́ąhpiiži
value: something	𐓤𐓣𐓷𐓘𐓧𐓣͘	kíwalį
valued: someone or something ~ (such as a favorite child)	𐓪𐓵𐓪𐓸𐓰𐓘	óðoxta
valueless	𐓪𐓤𐓘𐓹𐓠𐓤𐓟	ókaaɣeįke
vanish	𐓵𐓣͘𐓤𐓟	ðįké
vapor rising off standing water	𐓪𐓬'𐓘͘𐓵𐓘	opˀąða
vegetables	𐓪𐓷𐓟, 𐓷𐓘𐓮𐓶𐓰𐓘͘	ówe, wasúutą
vein (blood vessel)	𐓤𐓘͘, 𐓧𐓶𐓯𐓶𐓬𐓟	hką́, lušúpe
venerate	𐓪𐓸𐓰𐓘 𐓤𐓘𐓹𐓟	óxta káaɣe
venereal disease	𐓷𐓘𐓲𐓣𐓩𐓣𐓟	wácinie
Verdigris River	𐓷𐓘𐓮𐓟𐓰𐓘͘ 𐓸𐓪𐓟	waséhtą xóe
vermin	𐓷𐓘𐓧𐓶𐓯𐓤𐓘	walúška
very	𐓷𐓘𐓧𐓣͘, 𐓸𐓲𐓣, 𐓻𐓣͘, 𐓪𐓻𐓶	wálį, xci, žį, óožu
vest (noun)	𐓘𐓤𐓘𐓡𐓘𐓬𐓘, 𐓷𐓟𐓤𐓣𐓧𐓣͘	ákahahpa, wéhkilį
vile	𐓣𐓮𐓟𐓷𐓘𐓵𐓟	iiséwaðe
vine	𐓻𐓘͘ 𐓘𐓲𐓟	žą́ą áace
vine: bean ~	𐓡𐓪͘𐓜𐓣́͘ 𐓡𐓣	hǫbrį́ hi
vinegar	𐓩𐓣 𐓲'𐓘𐓵𐓟	níi cˀáaðe
viper	𐓷𐓟𐓲'𐓘	wécˀa
virgin (noun)	𐓷𐓘𐓵𐓶𐓹𐓘𐓻𐓣	wáðuɣaži
Virgin Mary	𐓣𐓻𐓣͘𐓤𐓟 𐓣𐓡𐓪͘, 𐓷𐓘𐓤𐓪͘𐓰𐓘 𐓣𐓻𐓣́͘𐓤𐓟 𐓣𐓡𐓪͘	ižį́ke iihǫ́, wahkǫ́ta ižį́ke iihǫ́
virtuos	𐓪𐓵𐓪𐓰𐓘͘	óðohtą
vision (sight)	𐓷𐓘𐓷𐓟𐓵𐓟	wawéeðe
visit (noun)	𐓷𐓟𐓤𐓣𐓧𐓟	wéehkile
visit a relative or one's own (family)	𐓣𐓤𐓣𐓰𐓪͘𐓬𐓟	íkihtǫpe
