Note: This is the same as the other Osage dictionary on file, but with indications of tone, vowel-length and aspiration/preaspiration.

a, an	𐓷𐓣͘, 𐓷𐓣͘𐓸𐓲𐓟	wį, wįxce
travel on (e.g., certain funds)	𐓣̄𐓵𐓟̋	iiðée
traverse (e.g., a streer)	𐓘́𐓵𐓶̄𐓱𐓘 𐓵𐓟̋	áðuuhta ðée
Treadway: George ~ (nickname: Stattered Forehead)	𐓭𐓟̋𐓧𐓟𐓤𐓟	hpéeleke
treasure	𐓷𐓘𐓳𐓟́𐓤𐓘	wahcéka
treasure: keep as a ~	𐓤𐓣́𐓴𐓟𐓵𐓟	kícheðe
treasure one's own	𐓤𐓣́𐓪𐓸𐓰𐓘	kíoxta
treasure s.t	𐓤𐓣́𐓷𐓘𐓧𐓣͘	kíwalį
treasured: someone or something ~ (such as a favorite child)	𐓪́𐓵𐓪𐓸𐓰𐓘	óðoxta
treat others (medically)	𐓷𐓘š𐓲𐓟́𐓵𐓟	wašcéðe
tree	𐓻𐓘̋͘	žą́ą
tree: thorny ~	𐓻𐓘̋͘ 𐓷𐓘𐓸𐓘́𐓤𐓘	žą́ą waxáka
tree branch, tree branching out	𐓻𐓘̋͘ 𐓤𐓘́𐓸𐓘	žą́ą káxa
Tree-killer	[LFD] 𐓤𐓘̄𐓧𐓣͘	[LFD] kaalį
trees growing in a nonrandom pattern.	𐓻𐓘̋͘ 𐓬𐓟	žą́ą pe
tremble.	𐓵𐓣𐓜𐓶́𐓜𐓶𐓹𐓟	ðibrúbruɣe
trench (noun).	𐓩𐓘́͘𐓲𐓟𐓘𐓡𐓘	ną́ceaha
trench (verb).	𐓩𐓘́𐓲𐓟 𐓤𐓘̋𐓹𐓟	náce káaɣe
trial.	𐓘́𐓥𐓣̄𐓮𐓰𐓪	áhkiisto
tribal council session.	𐓥𐓣̄𐓮𐓰𐓪́	hkiistó
tribe: western ~ or tribal member (refers to any tribe from the western United States).	𐓭𐓘́𐓵𐓣͘	hpáðį
tribe other than Osage (including western tribes).	𐓪𐓥𐓣́𐓳𐓟	ohkíhce
trick (verb).	𐓨𐓘͘𐓹𐓣́𐓵𐓟	mąɣíðe
trick them.	𐓷𐓘́𐓵𐓣𐓡𐓪𐓰𐓘	wáðihota
trigger.	𐓨𐓣́͘𐓲𐓟𐓥𐓘͘	mį́cehką
tripe.	𐓳𐓟̄𐓩𐓣́𐓸𐓘𐓸𐓘	hceeníxaxa
trouble: be in ~ for doing something wrong.	𐓪𐓥𐓣́𐓪͘𐓵𐓟	ohkíǫðe
trouble: have health ~ with.	𐓣́𐓡𐓶𐓡𐓟𐓤𐓘	íhuheka
trouble: make ~ for someone	𐓪́𐓷𐓪͘ 𐓤𐓘̋𐓹𐓟	ówǫ káaɣe
trouble someone	𐓵𐓣š𐓪́͘𐓻𐓣, 𐓪́𐓷𐓪͘ 𐓤𐓘̋𐓹𐓟	ðišǫ́ži, ówǫ káaɣe
troubled: be ~ by problem or sickness.	𐓪́𐓤𐓘š𐓟	ókaše
troubled: be very ~ by (e.g., an illness, an ailing body part).	𐓣́𐓭𐓣̄𐓻𐓣	íhpiiži
trousers.	𐓪𐓵𐓣́𐓤𐓣𐓩𐓘̄͘𐓻𐓣͘	oðíkinąąžį
true.	𐓷𐓣́͘𐓤š𐓟	wį́kše
true!	𐓟́𐓤𐓪͘	ékǫ
true: be ~ to.	𐓷𐓣́͘𐓤š𐓟	wį́kše
true: be ~ to one's own.	𐓪𐓤𐓣́𐓬š𐓟	okípše
true: be ~ to oneself.	𐓷𐓣́͘𐓥𐓣𐓤š𐓟	wį́hkikše
trunk (box).	𐓻𐓘̋͘𐓥𐓪𐓤𐓟	žą́ąhkoke
trunk (e.g., of a tree).	𐓡𐓶́	hú
trust oneself: not ~.	𐓥𐓣́𐓸𐓣𐓵𐓘	hkíxiða
truth.	𐓷𐓣́͘𐓤š𐓟	wį́kše
truth: speak or tell the ~.	𐓷𐓣́͘𐓤š𐓟	wį́kše
truthful.	𐓷𐓘𐓷𐓣́͘𐓤š𐓟	wawį́kše
truthfully.	𐓷𐓘́𐓵𐓪𐓱𐓘͘	wáðohtą
truthfully: speak ~.	𐓣́𐓟 𐓷𐓘́𐓵𐓪𐓱𐓘	íe wáðohta
try (verb), try on.	𐓣́𐓤'𐓶𐓲𐓟	íkˀuce
try hard, try one's best.	𐓣́𐓤'𐓶𐓲𐓟, 𐓷𐓘̄š𐓤𐓘́	íkˀuce, waašká
tuberculosis.	𐓨𐓘̋͘𐓤𐓟 𐓩𐓣́, 𐓨𐓘̋͘𐓤𐓟 𐓬𐓶́𐓺𐓟	mą́ąke ní, mą́ąke púze
tuberculosis.	𐓡𐓪́𐓸𐓬𐓟 𐓭𐓣̋𐓻𐓣 (?), 𐓡𐓪́𐓸𐓬𐓟 𐓺𐓶́𐓬𐓟 (?)	hóxpe hpíiži (?), hóxpe zúpe (?)
Tuesday.	𐓡𐓘̋͘𐓬𐓘 𐓷𐓟́𐓵𐓪̄͘𐓬𐓘	hą́ąpa wéðǫǫpa
tug (verb).	𐓵𐓣̄𐓰𐓘́͘	ðiitą́
tug something over in order to cover something or someone	𐓘́𐓵𐓶𐓺𐓶	áðuzu
Tulsa (Oklahoma).	𐓱𐓘̄𐓮𐓣́𐓤𐓟̄ 𐓱𐓘́𐓷𐓘͘, 𐓰𐓶́𐓧𐓮𐓘 𐓱𐓘́𐓘͘𐓷𐓘͘	htaasíkee htáwą, túlsa htáąwą
turbulence.	𐓪̋𐓴𐓣𐓻𐓟	óochiže
turkey.	𐓮𐓶́𐓥𐓘𐓱𐓘̄͘	súhkahtąą
turkey buzzar.	𐓡𐓟́𐓤𐓘	héka
turkey cock.	𐓘̋j𐓶 𐓨𐓘́͘𐓵𐓣͘	áaju mą́ðį
turkey feather.	𐓮𐓶́𐓥𐓘𐓱𐓘̄͘ 𐓨𐓪́͘š𐓪͘	súhkahtąą mǫ́šǫ
turkey hen.	𐓮𐓶́𐓥𐓘𐓱𐓘̄͘ 𐓨𐓣̋͘𐓤𐓘	súhkahtąą mį́įka
turn (root.)	𐓥𐓫́𐓹𐓟, -𐓷𐓣͘𐓹𐓟	hkóįɣe, -wįɣe
turn (transitive)	𐓵𐓣̄𐓮𐓘́͘𐓵𐓘	ðiisą́ða
turn: be one's	𐓷𐓘𐓵𐓣́𐓱𐓘	waðíhta
turn: it is my ~	𐓷𐓣́𐓟	wíe
turn: whose	𐓬𐓟̋	pée
turn: your	𐓵𐓣́𐓟	ðíe
turn around (root.)	𐓥𐓫́𐓹𐓟, -𐓷𐓣͘𐓹𐓟	hkóįɣe, -wįɣe
turn in the road	𐓣́𐓬𐓘̄š𐓘͘𐓡𐓘	ípaašąha
turn off	𐓵𐓣̄𐓮𐓰𐓘́͘, 𐓵𐓶̄𐓰𐓘̋𐓻𐓣	ðiistą́, ðuutáaži
turn on	𐓤𐓘𐓘́𐓹𐓟	kaáɣe
turn one's own	𐓧𐓣̄𐓮𐓘́͘𐓵𐓘	liisą́ða
turn oneself around	𐓘́𐓨𐓘͘𐓱𐓘 𐓥𐓣𐓧𐓣̋𐓤𐓫𐓹𐓟, 𐓥𐓣𐓧𐓣̋𐓮𐓘͘	ámąhta hkilíikoįɣe, hkilíisą
turn over (transitive)	𐓵𐓣̄𐓮𐓘́͘𐓵𐓘, 𐓣́𐓬𐓘𐓮𐓘͘	ðiisą́ða, ípasą
turn over and over (transitive)	𐓵𐓶𐓮𐓘́͘𐓮𐓘͘𐓷𐓣͘	ðusą́sąwį
turn over one's own	𐓧𐓣̄𐓮𐓘́͘𐓵𐓘	liisą́ða
turn s.o or s.t around	𐓵𐓣̄𐓥𐓫́𐓹𐓟	ðiihkóįɣe
turn up	𐓵𐓶𐓨𐓘́𐓵𐓘	ðumáða
turn wrong side out	𐓵𐓶𐓡𐓘̋š𐓹𐓵𐓟	ðuháašɣðe
turnaround place	𐓣́𐓬𐓘̄š𐓘͘𐓡𐓘	ípaašąha
turnip	𐓰𐓪̋𐓧𐓟𐓱𐓘̄͘	tóolehtąą
turnover bread	𐓷𐓘𐓲𐓶́𐓟 𐓻𐓟̋𐓧𐓘	wacúe žéela
turtle	𐓥𐓟̋	hkée
twelve, twelfth	𐓧𐓟́𐓜𐓘͘ 𐓘́𐓧𐓣̄͘ 𐓵𐓪̄͘𐓬𐓘́	lébrą álįį ðǫǫpá
twenty, twentieth	𐓧𐓟́𐓜𐓘͘ 𐓵𐓪̄͘𐓬𐓘́	lébrą ðǫǫpá
twenty-one, twenty-first	𐓧𐓟́𐓜𐓘͘ 𐓘́𐓧𐓣̄͘ 𐓵𐓪̄͘𐓬𐓘́ 𐓷𐓣́͘𐓸𐓲𐓣	lébrą álįį ðǫǫpá wį́xci
25-cent piece	𐓤𐓘š𐓬𐓟́𐓵𐓬𐓘	kašpéðpa
twice	𐓵𐓪̄͘𐓬𐓘́	ðǫǫpá
twings of a tree or bush: small	𐓻𐓘̄͘𐓻𐓣͘, 𐓻𐓘́͘𐓘͘𐓸𐓟𐓻𐓣͘	žąąžį, žą́ąxežį
twin (N.)	𐓵𐓪̄͘𐓬𐓘́𐓰𐓘͘	ðǫǫpátą
twist, twist around (e.g., a crepe paper streamer).	𐓵𐓶𐓮𐓘́͘𐓮𐓘͘𐓷𐓣͘	ðusą́sąwį
two	𐓵𐓪̄͘𐓬𐓘́	ðǫǫpá
two of them, couple, pair	𐓩𐓘𐓥𐓪͘𐓣́͘	nahkǫį́
type: what	𐓰𐓘̋𐓰𐓘͘	táatą
typewriter	𐓨𐓘́͘𐓺𐓟 𐓱𐓘́𐓱𐓘𐓺𐓟	mą́ze htáhtaze
udder	𐓬𐓘̄𐓺𐓟́	paazé
ugly	𐓪𐓱𐓘́𐓺𐓘𐓻𐓣	ohtázaži
ulutate	𐓵𐓘̄𐓺𐓪́, 𐓷𐓘𐓵𐓘̋𐓺𐓪	ðaazó, waðáazo
umbrella	𐓪𐓵𐓣́𐓩𐓣̄	oðínii
unable	𐓵𐓘̄͘𐓴𐓘́𐓻𐓣	ðąącháži
unable: be ~ to do	𐓵𐓶̄𐓲'𐓘́𐓤𐓟	ðuucˀáke
unable: be ~ to understand	𐓡𐓘𐓥𐓣́𐓟, 𐓤𐓣́𐓪𐓬𐓸𐓘𐓻𐓣	hahkíe, kíopxaži
unable: items one was ~ to eat	𐓵𐓘̄𐓲'́𐓘́𐓤𐓟	ðaacˀ́áke
unable to move or start (as a motor vehicle)	š𐓤𐓘́͘𐓘𐓻𐓣	šką́aži
unafraid	𐓩𐓪́͘𐓪͘𐓭𐓘𐓻𐓣	nǫ́ǫhpaži
unafraid of	𐓣̋𐓩𐓪́͘𐓪͘𐓭𐓘𐓻𐓣	íinǫ́ǫhpaži
uncle (specifically, brother of father)		
my father's brother	𐓣͘𐓱𐓘́𐓲𐓣, 𐓣͘𐓱𐓘́𐓲𐓣𐓻𐓣͘	įhtáci, įhtácižį
your father's brother	𐓵𐓣𐓵𐓘́𐓲𐓟, 𐓵𐓣𐓵𐓘́𐓲𐓟𐓻𐓣͘	ðiðáce, ðiðácežį
his/her father's brother	𐓣𐓵𐓘́𐓲𐓟, 𐓣𐓵𐓘́𐓲𐓟𐓻𐓣͘	iðáce, iðácežį
uncle (specifically, brother of mother)		
my mother's brother	𐓷𐓣͘𐓲𐓟́𐓤𐓣	wįcéki
your mother's brother	𐓵𐓣͘𐓲𐓟́𐓤𐓣	ðįcéki
his/her mother's brother	𐓣͘𐓲𐓟́𐓤𐓣	įcéki
uncle (specifically, husband of sister of father)		
my father's sister's husband	𐓷𐓣́𐓱𐓘́͘𐓡𐓘	wíhtą́ha
your father's sister's husband	𐓵𐓣𐓱𐓘́͘𐓡𐓘	ðihtą́ha
his/her father's sister's husband	𐓣𐓱𐓘́͘𐓡𐓘	ihtą́ha
unclean (dirty)	𐓷𐓘𐓮𐓶́𐓡𐓶𐓻𐓣	wasúhuži
unclean (sick, evil)	𐓣́𐓺𐓣𐓺𐓣𐓤𐓟	ízizike
unconcerned with: be ~	𐓪́𐓵𐓘̄͘𐓲𐓟š𐓣 𐓵𐓣͘𐓤𐓟́	óðąąceši ðįké
uncooked, undercooked	𐓲𐓶̋𐓰𐓘𐓻𐓣	cúutaži
uncover partially	𐓪𐓬𐓟́𐓩𐓣	opéni
under, underneath	𐓨𐓘͘𐓴𐓟́, 𐓨𐓘͘𐓴𐓟́𐓱𐓘, 𐓪𐓵𐓶́𐓧𐓶𐓡𐓘	mąché, mąchéhta, oðúluha
under the head	𐓣́͘𐓬𐓟𐓡𐓣	į́pehi
undergarment (for men or women)	𐓨𐓘́͘𐓴𐓟, 𐓪𐓵𐓶́𐓸𐓘	mą́che, oðúxa
undersign	𐓻𐓘́𐓻𐓟 𐓤𐓣𐓤𐓘̋𐓹𐓟	žáže kikáaɣe
understand	𐓣̋𐓵𐓟, 𐓣́𐓬𐓘𐓡𐓪͘, 𐓤𐓣́𐓪𐓬𐓸𐓘, 𐓩𐓘͘𐓤'𐓪́͘	íiðe, ípahǫ, kíopxa, nąkˀǫ́
understand: be unable to ~	𐓡𐓘𐓥𐓣́𐓟, 𐓤𐓣́𐓪𐓬𐓸𐓘𐓻𐓣	hahkíe, kíopxaži
understand: not ~	𐓤𐓣́𐓪𐓬𐓸𐓘𐓻𐓣, 𐓬𐓸𐓘́𐓵𐓘𐓻𐓣	kíopxaži, pxáðaži
understand things	𐓷𐓘́𐓪𐓬𐓸𐓘	wáopxa
understanding: act of ~	𐓩𐓘̄͘𐓹𐓶́𐓲𐓟	nąąɣúce
undertake, undertake a new task under one's charge	𐓪𐓤𐓘́š𐓘͘	okášą
underwear	𐓨𐓘́͘𐓴𐓟 𐓪𐓵𐓶́𐓸𐓘, 𐓪𐓵𐓣́𐓤𐓣𐓩𐓘̄͘𐓻𐓣͘	mą́che oðúxa, oðíkinąąžį
undivided	𐓜𐓪́𐓤𐓘	bróka
undress	𐓵𐓣̄š𐓰𐓪́𐓷𐓟	ðiištówe
undress (another person or oneself)	𐓵𐓶̄š𐓘́𐓷𐓘	ðuušáwa
undress oneself, get undressed	𐓥𐓣𐓧𐓣̋š𐓘, 𐓥𐓣𐓧𐓶̋š𐓘𐓷𐓘, 𐓥𐓣𐓧𐓶̋š𐓰𐓘𐓤𐓟	hkilíiša, hkilúušawa, hkilúuštake
undress s.o	𐓵𐓶̄š𐓘𐓷𐓣͘, 𐓵𐓶̄š𐓰𐓘́𐓤𐓟	ðuušawį, ðuuštáke
uneaten item	𐓵𐓘̄𐓲'𐓘́𐓤𐓟	ðaacˀáke
unfaithful	𐓷𐓘𐓷𐓣́͘𐓤š𐓘𐓻𐓣	wawį́kšaži
unfavorable impression made upon another by offensive conduct	𐓷𐓘̋𐓧𐓘𐓤𐓟	wáalake
unfitting	𐓟́𐓤𐓪͘𐓻𐓣	ékǫži
unhappy	𐓤𐓣́𐓺𐓪𐓻𐓣	kízoži
unhappy: be ~	𐓤𐓣𐓡𐓪̋͘𐓻𐓣	kihǫ́ǫži
uniform (even)	𐓮𐓰𐓘́𐓤𐓪	stáko
uninterruptedly	š𐓪̄͘š𐓪́͘𐓷𐓟	šǫǫšǫ́we
unique	𐓟́𐓻𐓣𐓸𐓲𐓣	éžixci
unique thing: that ~, uniquely so	𐓷𐓣̄͘𐓵𐓟́	wįįðé
universe	𐓨𐓘́͘𐓻𐓘͘ 𐓺𐓘̋𐓩𐓣	mą́žą záani
universe, all the universe	𐓩𐓣́𐓪͘𐓱𐓘 𐓺𐓘̋𐓩𐓣	níǫhta záani
unkempt	𐓹𐓪̋͘𐓲𐓟, 𐓡𐓟́𐓸𐓬𐓘	ɣǫ́ǫce, héxpa
unlikely	𐓟̋ 𐓱𐓘́𐓡𐓘𐓻𐓣	ée htáhaži
unload (remove)	𐓵𐓪𐓸𐓬𐓘́𐓷𐓣͘, 𐓪𐓵𐓶̋𐓸𐓬𐓘𐓵𐓟	ðoxpáwį, oðúuxpaðe
unmarried female	𐓷𐓘́𐓵𐓶𐓹𐓘𐓻𐓣	wáðuɣaži
unmarried person	𐓤𐓘𐓻𐓘́͘𐓮𐓣 [JOD]	kažą́si [JOD]
unobserved: be ~ (as a custom)	𐓪́𐓵𐓘̄͘𐓲𐓟š𐓣 𐓵𐓣͘𐓤𐓟́	óðąąceši ðįké
unpredictable behavior: show ~	𐓰𐓘𐓟𐓵𐓘̋𐓧𐓣͘𐓻𐓣	taeðáalįži
unreasonable, unreasonably	𐓟̋ 𐓱𐓘́𐓡𐓘𐓻𐓣	ée htáhaži
unreliable	𐓪́š𐓤𐓣𐓤𐓘	óškika
unripe	𐓲𐓶̋𐓰𐓘𐓻𐓣	cúutaži
unruly	𐓪́𐓤'𐓘͘ 𐓭𐓣̋𐓻𐓣, 𐓷𐓘𐓵𐓣́𐓧𐓘͘ 𐓟̄𐓤𐓪́͘ 𐓣͘𐓤𐓟́	ókˀą hpíiži, waðílą eekǫ́ įké
unruly: be ~	𐓰𐓘𐓟𐓵𐓘̋𐓧𐓣͘𐓻𐓣	taeðáalįži
unseemly	𐓟́𐓤𐓪͘𐓻𐓣	ékǫži
unskilled: be ~ (at)	𐓤𐓪́͘𐓻𐓣͘𐓤𐓘	kǫ́žįka
unsound	𐓟̄𐓤𐓪́͘ 𐓵𐓣͘𐓤𐓟́	eekǫ́ ðįké
unstable: mentally ~	𐓲'𐓟́𐓤𐓘	cˀéka
unsuitable	𐓟̋𐓻𐓣, 𐓟́𐓤𐓪͘𐓻𐓣. 𐓣𐓱𐓘𐓡𐓘̋𐓻𐓣	éeži, ékǫži. ihtaháaži
unsuitably	𐓟̋ 𐓱𐓘́𐓡𐓘𐓻𐓣, 𐓟𐓤𐓪́͘𐓣́͘𐓤𐓟, 𐓣́𐓱𐓘𐓡𐓘̋𐓻𐓣	ée htáhaži, ekǫ́į́ke, íhtaháaži
unsuitably: act ~	𐓪́𐓤'𐓘͘ 𐓟́𐓻𐓣	ókˀą éži
unsure: be ~ (of something)	𐓡𐓘𐓥𐓣́𐓟	hahkíe
untamed	𐓪́𐓡𐓟𐓮𐓘𐓻𐓣	óhesaži
untamed horse	𐓥𐓘́𐓷𐓘 𐓷𐓘𐓳𐓟́𐓸𐓣	hkáwa wahcéxi
untie (e.g. horse)	𐓵𐓶̄š𐓤𐓘́𐓤𐓟	ðuuškáke
until	𐓰𐓸𐓘́͘𐓡𐓘	txą́ha
untroubled	𐓪́𐓤𐓘š𐓠́𐓤𐓟	ókašéįke
untruth	𐓣́𐓸𐓪𐓬𐓟	íxope
untruthful	𐓷𐓘𐓷𐓣́͘𐓤š𐓘𐓻𐓣	wawį́kšaži
untruths: tell ~	𐓣́𐓸𐓪𐓬𐓟	íxope
unusual	𐓟̋𐓻𐓣	éeži
unwell: be ~	𐓣́𐓭𐓣̄𐓻𐓣	íhpiiži
unwilling: be ~ to	𐓣̄𐓩𐓘́͘𐓡𐓣𐓻𐓣	iiną́hiži
up	𐓘́𐓨𐓘͘š𐓣	ámąši
up: get ~ (from a bed or chair)	𐓭𐓘̄𐓡𐓘́͘	hpaahą́
up: hold or pull ~	𐓵𐓶̄𐓨𐓘́͘š𐓣	ðuumą́ši
up: hold or raise ~	𐓪𐓬𐓘̋𐓡𐓘͘, 𐓬𐓘̄𐓡𐓘́͘	opáahą, paahą́
up: raise or turn ~	𐓵𐓶𐓨𐓘́𐓵𐓘	ðumáða
up: take ~ for someone	𐓘́𐓥𐓣𐓟	áhkie
up: wake or get ~	𐓭𐓘̄𐓡𐓘́͘	hpaahą́
up: above, in the upper part	𐓘́𐓨𐓘͘š𐓣	ámąši
upon	𐓘́-	á-
upon: place ~ (e.g., a suitcase on a table)	𐓘́𐓧𐓣̄͘	álįį
upon: put ~	𐓘́𐓤𐓘̄𐓮𐓬𐓟	ákaaspe
upon (used in numbers)	𐓘́𐓧𐓣̄͘	álįį
upright: be ~	𐓨𐓘́͘š𐓣	mą́ši
upright: place an item ~ on another item	𐓘́𐓧𐓟	ále
upset: make s.o or push s.o to be ~	𐓬𐓘̋𐓧𐓪͘𐓵𐓣͘	páalǫðį
upstairs	𐓘́𐓨𐓘́͘š𐓣	ámą́ši
upward: be ~	𐓨𐓘́͘š𐓣	mą́ši
urinal	𐓪𐓲𐓟́𐓻𐓟	océže
urinate	𐓲𐓟́𐓻𐓟, 𐓥𐓣𐓧𐓶̋𐓡𐓟𐓬𐓟	céže, hkilúuhepe
urine	𐓲𐓟́𐓻𐓟𐓩𐓣̄	céženii
us	𐓘͘𐓤𐓪́𐓰𐓘	ąkóta
use a name for something or or someone	𐓵𐓘̄𐓲𐓟́	ðaacé
use someone's	𐓪̄𐓰𐓘́	ootá
use to bless oneself	𐓣̋𐓮𐓰𐓘𐓥𐓣𐓵𐓟	íistahkiðe
used to (do, be)	𐓩𐓘͘ [𐓣𐓰𐓟r𐓘𐓰𐓣v𐓟], 𐓩𐓘͘𐓬𐓟	ną [iterative], nąpe
using: go by ~	𐓣̄𐓵́𐓟̋	iið́ée
using (by means of)	𐓣́-	í-
useless	𐓪́𐓤𐓘̄𐓹𐓠𐓤𐓟	ókaaɣeįke
usually	𐓩𐓘͘ [𐓣𐓰𐓟r𐓘𐓰𐓣v𐓟], 𐓩𐓘͘𐓬𐓟	ną [iterative], nąpe
utensils: cooking ~	𐓷𐓟́𐓪̄𐓡𐓪́͘, 𐓷𐓣𐓪̋𐓡𐓪͘	wéoohǫ́, wióohǫ
U-turn	𐓣́𐓬𐓘̄š𐓘͘𐓡𐓘	ípaašąha
vacant space	𐓪́𐓥𐓘͘	óhką
vagina	𐓶́𐓻𐓟	úže
vague: be ~ about	𐓤𐓣́𐓪𐓬𐓸𐓘𐓻𐓣	kíopxaži
valence reducer prefix [val]	𐓷𐓘-	wa-
valuable	𐓪́𐓸𐓰𐓘	óxta
valuable things	𐓷𐓘𐓳𐓟́𐓤𐓘	wahcéka
value: something of no ~	𐓨𐓘́͘𐓘͘𐓭𐓣̄𐓻𐓣	mą́ąhpiiži
value: something	𐓤𐓣́𐓷𐓘𐓧𐓣͘	kíwalį
valued: someone or something ~ (such as a favorite child)	𐓪́𐓵𐓪𐓸𐓰𐓘	óðoxta
valueless	𐓪́𐓤𐓘̄𐓹𐓠𐓤𐓟	ókaaɣeįke
vanish	𐓵𐓣͘𐓤𐓟́	ðįké
vapor rising off standing water	𐓪𐓬'𐓘͘𐓵𐓘	opˀąða
vegetables	𐓪́𐓷𐓟, 𐓷𐓘𐓮𐓶̋𐓰𐓘͘	ówe, wasúutą
vein (blood vessel)	𐓥𐓘́͘, 𐓧𐓶š𐓶́𐓬𐓟	hką́, lušúpe
venerate	𐓪́𐓸𐓰𐓘 𐓤𐓘̋𐓹𐓟	óxta káaɣe
venereal disease	𐓷𐓘́𐓲𐓣𐓩𐓣𐓟	wácinie
Verdigris River	𐓷𐓘𐓮𐓟́𐓱𐓘͘ 𐓸𐓪́𐓟	waséhtą xóe
vermin	𐓷𐓘𐓧𐓶́š𐓤𐓘	walúška
very	𐓷𐓘́𐓧𐓣͘, 𐓸𐓲𐓣, 𐓻𐓣͘, 𐓪̋𐓻𐓶	wálį, xci, žį, óožu
vest (noun)	𐓘́𐓤𐓘𐓡𐓘𐓭𐓘, 𐓷𐓟́𐓥𐓣𐓧𐓣͘	ákahahpa, wéhkilį
vile	𐓣̄𐓮𐓟́𐓷𐓘𐓵𐓟	iiséwaðe
vine	𐓻𐓘́͘𐓘͘ 𐓘̋𐓲𐓟	žą́ą áace
vine: bean ~	𐓡𐓪͘𐓜𐓣́͘ 𐓡𐓣	hǫbrį́ hi
vinegar	𐓩𐓣̋ 𐓲'𐓘̋𐓵𐓟	níi cˀáaðe
viper	𐓷𐓟́𐓲'𐓘	wécˀa
virgin (noun)	𐓷𐓘́𐓵𐓶𐓹𐓘𐓻𐓣	wáðuɣaži
Virgin Mary	𐓣𐓻𐓣́͘𐓤𐓟 𐓣̄𐓡𐓪́͘, 𐓷𐓘𐓥𐓪́͘𐓰𐓘 𐓣𐓻𐓣́͘𐓤𐓟 𐓣̄𐓡𐓪́͘	ižį́ke iihǫ́, wahkǫ́ta ižį́ke iihǫ́
virtuos	𐓪́𐓵𐓪𐓱𐓘͘	óðohtą
vision (sight)	𐓷𐓘𐓷𐓟̋𐓵𐓟	wawéeðe
visit (noun)	𐓷𐓟̋𐓥𐓣𐓧𐓟	wéehkile
visit a relative or one's own (family)	𐓣́𐓤𐓣𐓱𐓪͘𐓬𐓟	íkihtǫpe
visit to ask or summon someone to attend or appear before others	𐓤𐓣́𐓬𐓘͘	kípą
visiting, on a visit	𐓣̋𐓥𐓣𐓵𐓟𐓨𐓘͘𐓵𐓣͘	íihkiðemąðį
voice	𐓡𐓪̋	hóo
vomit	𐓧𐓟́𐓬𐓟	lépe
vomit due to overeating	𐓪́𐓤𐓪𐓭𐓘	ókohpa
vote, vote for	𐓨𐓘́͘š𐓘͘ 𐓪𐓵𐓣̄͘𐓤𐓟	mą́šą oðįįke
vote, vote for or against someone or something	𐓬𐓘̋𐓧𐓟𐓺𐓟	páaleze
wad together with a sudden movement	𐓤𐓘̄𐓮𐓤𐓣́	kaaskí
wad up	𐓵𐓣𐓜𐓶̋𐓮𐓤𐓘, 𐓵𐓣̄𐓮𐓤𐓣́𐓤𐓟	ðibrúuska, ðiiskíke
wad up, wad together (e.g., clothing at the back of the neck)	𐓵𐓣̄𐓮𐓤𐓣́	ðiiskí
wade	𐓻𐓪́𐓬š𐓟	žópše
wager (noun)	𐓪́𐓻𐓪𐓤'𐓘	óžokˀa
wagon	𐓪𐓵𐓣́𐓱𐓘͘	oðíhtą
wail	𐓹𐓘̄𐓤𐓟́	ɣaaké
waist	𐓵𐓶́𐓷𐓟	ðúwe
wait	š𐓟̋ 𐓩𐓘̄͘𐓻𐓣́͘	šée nąąžį́
wait, wait for	𐓣𐓵𐓘́𐓭𐓟	iðáhpe
wait for folks	𐓷𐓟́𐓵𐓘𐓭𐓟	wéðahpe
wait for one's own family or close persons	𐓣𐓵𐓘́𐓤𐓣𐓭𐓟	iðákihpe
waiter, waitress	𐓪̋𐓡𐓪͘ 𐓪𐓷𐓘́𐓷𐓘𐓤'𐓶	óohǫ owáwakˀu
wake (transitive)	𐓵𐓣𐓸𐓣́	ðixí
wake by foot	𐓩𐓘̄͘𐓸𐓣́	nąąxí
wake up, wake (intransitive)	𐓭𐓘̄𐓡𐓘́͘, 𐓣̄𐓥𐓣́𐓵𐓟, -𐓸𐓣	hpaahą́, iihkíðe, -xi
walk	𐓨𐓘͘𐓵𐓣́͘	mąðį́
walk: go for a ~	𐓨𐓘͘𐓵𐓣́͘ 𐓘𐓵𐓟̋	mąðį́ aðée
walk among folks	𐓪́𐓨𐓘͘𐓵𐓣͘	ómąðį
walk around	𐓘́𐓤𐓣𐓹𐓟, 𐓘́𐓬š𐓟	ákiɣe, ápše
walk fast	𐓱𐓘́͘𐓘͘𐓵𐓣͘	htą́ąðį
walk in	𐓪𐓨𐓘́͘𐓵𐓣͘	omą́ðį
walk on or upon	𐓘́𐓨𐓘͘𐓵𐓣͘	ámąðį
Walker: Josephine ~ (personal name)	𐓷𐓘𐓻𐓘́𐓸𐓣͘	wažáxį
walking: go ~	𐓨𐓘͘𐓵𐓣́͘ 𐓘𐓵𐓟̋	mąðį́ aðée
walking stick	𐓣̋𐓮𐓘	íisa
Walks among the Cedars (personal name)	𐓸𐓪̋͘𐓲𐓟 𐓨𐓘́͘𐓣͘	xǫ́ǫce mą́į
wallet	𐓨𐓘́͘𐓺𐓟𐓮𐓤𐓘𐓪̄𐓻𐓶́	mą́zeskaoožú
walnut, black walnut	𐓱𐓘́𐓤𐓶𐓟	htákue
wander	𐓪𐓬𐓘́𐓷𐓣͘𐓹𐓟	opáwįɣe
